Guruh,Sinf,Pozitsiya,Subpozitsiya
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,"10012 - Бинолар, иморатлар ва иншоотларни таъмирлаш хизматлари","10012001 - Бино ва иншоотларни, йўлларни, мелиоратив тизимларни капитал ва жорий таъмирлаш ва коммунал линияларни ўтказиш бўйича хизматлар","10012001004 - Темир йўлларни жорий таъмирлаш, диагностика қилиш ва техник хизмат кўрсатиш бўйича хизматлар"
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,"10012 - Бинолар, иморатлар ва иншоотларни таъмирлаш хизматлари","10012002 - Бино ва иншоотларни, йўлларни, мелиоратив тизимларни ва коммунал линияларни реконструкция қилиш бўйича хизматлар","10012002001 - Бинолар, иморатлар ва иншоотларни реконструкция қилиш хазматлари"
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,"10012 - Бинолар, иморатлар ва иншоотларни таъмирлаш хизматлари","10012002 - Бино ва иншоотларни, йўлларни, мелиоратив тизимларни ва коммунал линияларни реконструкция қилиш бўйича хизматлар",10012002002 - Ирригация каналларини ва мелиоратив тизимларни реконструкция қилиш хазматлари
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,"10012 - Бинолар, иморатлар ва иншоотларни таъмирлаш хизматлари","10012002 - Бино ва иншоотларни, йўлларни, мелиоратив тизимларни ва коммунал линияларни реконструкция қилиш бўйича хизматлар",10012002003 - Барча турдаги коммунал тармоқларни реконструкция қилиш хизмати
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,"10012 - Бинолар, иморатлар ва иншоотларни таъмирлаш хизматлари",10012003 - Биноларни капитал таъмирлаш хизматлари (яшашга тайёр),10012003001 - Биноларни капитал ва жорий таъмирлаш хизматлари (яшашга тайёр)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001001 - Сантехника хизматлари (барча турдаги)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001002 - Электр ва кабелларни монтаж қилиш хизматлари (барча турдаги)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001003 - Бўёқчилик хизматлари (барча турдаги)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001004 - Бетон ишлари (барча турдаги)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001005 - Кафел ишлари (барча турдаги)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),"10013001006 - Гранит ва тош, шу жумладан мармар ишлари (барча турдаги)"
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001007 - Пайвандлаш ишлари (барча турлари)
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),"10013001009 - Тайёргарлик, демонтаж хизматлари (барча турдаги)"
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),"10013001010 - Эшиклар, деразалар, эшик қулфлари ва бошқа шунга ўхшаш маҳсулотларни ўрнатиш ва техник хизмат кўрсатиш бўйича хизматлар"
100 - ҚУРИЛИШ ХИЗМАТЛАРИ,10013 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),10013001 - Қурилиш-монтаж ва таъмирлаш хизматлари (қурилиш-таъмирлаш мутахассисларининг хизматлари),"10013001998 - Пойдеворларни, полларни, деворларни ва бошқа қурилиш элементларини ташқи омиллар таъсиридан ҳимоя қилиш бўйича хизматлар (барча турдаги)"
